,GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,AF49E001,NAME_M,AF49M001
5577,G0600370265202,2012-2016,,,California,6,Los Angeles County,37,,,265202,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2652.02, Los Angeles County, California",82589.0,"Census Tract 2652.02, Los Angeles County, California",22871.0
5578,G0600370265301,2012-2016,,,California,6,Los Angeles County,37,,,265301,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2653.01, Los Angeles County, California",,"Census Tract 2653.01, Los Angeles County, California",
5579,G0600370265303,2012-2016,,,California,6,Los Angeles County,37,,,265303,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2653.03, Los Angeles County, California",14834.0,"Census Tract 2653.03, Los Angeles County, California",2412.0
5580,G0600370265304,2012-2016,,,California,6,Los Angeles County,37,,,265304,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2653.04, Los Angeles County, California",17250.0,"Census Tract 2653.04, Los Angeles County, California",7771.0
5581,G0600370265305,2012-2016,,,California,6,Los Angeles County,37,,,265305,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2653.05, Los Angeles County, California",26071.0,"Census Tract 2653.05, Los Angeles County, California",9654.0
5582,G0600370265410,2012-2016,,,California,6,Los Angeles County,37,,,265410,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2654.10, Los Angeles County, California",130240.0,"Census Tract 2654.10, Los Angeles County, California",49943.0
5583,G0600370265420,2012-2016,,,California,6,Los Angeles County,37,,,265420,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2654.20, Los Angeles County, California",166500.0,"Census Tract 2654.20, Los Angeles County, California",48808.0
5584,G0600370265510,2012-2016,,,California,6,Los Angeles County,37,,,265510,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2655.10, Los Angeles County, California",42356.0,"Census Tract 2655.10, Los Angeles County, California",11607.0
5585,G0600370265520,2012-2016,,,California,6,Los Angeles County,37,,,265520,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2655.20, Los Angeles County, California",92168.0,"Census Tract 2655.20, Los Angeles County, California",22058.0
5586,G0600370265601,2012-2016,,,California,6,Los Angeles County,37,,,265601,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2656.01, Los Angeles County, California",92344.0,"Census Tract 2656.01, Los Angeles County, California",29251.0
5587,G0600370265602,2012-2016,,,California,6,Los Angeles County,37,,,265602,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2656.02, Los Angeles County, California",109049.0,"Census Tract 2656.02, Los Angeles County, California",15458.0
5588,G0600370265700,2012-2016,,,California,6,Los Angeles County,37,,,265700,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2657, Los Angeles County, California",86250.0,"Census Tract 2657, Los Angeles County, California",24225.0
5589,G0600370267100,2012-2016,,,California,6,Los Angeles County,37,,,267100,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2671, Los Angeles County, California",86551.0,"Census Tract 2671, Los Angeles County, California",15377.0
5590,G0600370267200,2012-2016,,,California,6,Los Angeles County,37,,,267200,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2672, Los Angeles County, California",80958.0,"Census Tract 2672, Los Angeles County, California",17871.0
5591,G0600370267300,2012-2016,,,California,6,Los Angeles County,37,,,267300,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2673, Los Angeles County, California",53954.0,"Census Tract 2673, Los Angeles County, California",10772.0
5592,G0600370267402,2012-2016,,,California,6,Los Angeles County,37,,,267402,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2674.02, Los Angeles County, California",67063.0,"Census Tract 2674.02, Los Angeles County, California",14028.0
5593,G0600370267403,2012-2016,,,California,6,Los Angeles County,37,,,267403,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2674.03, Los Angeles County, California",80156.0,"Census Tract 2674.03, Los Angeles County, California",24419.0
5594,G0600370267404,2012-2016,,,California,6,Los Angeles County,37,,,267404,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2674.04, Los Angeles County, California",70571.0,"Census Tract 2674.04, Los Angeles County, California",18283.0
5595,G0600370267501,2012-2016,,,California,6,Los Angeles County,37,,,267501,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2675.01, Los Angeles County, California",66979.0,"Census Tract 2675.01, Los Angeles County, California",12463.0
5596,G0600370267502,2012-2016,,,California,6,Los Angeles County,37,,,267502,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2675.02, Los Angeles County, California",67857.0,"Census Tract 2675.02, Los Angeles County, California",12267.0
5597,G0600370267600,2012-2016,,,California,6,Los Angeles County,37,,,267600,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2676, Los Angeles County, California",70852.0,"Census Tract 2676, Los Angeles County, California",28644.0
5598,G0600370267700,2012-2016,,,California,6,Los Angeles County,37,,,267700,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2677, Los Angeles County, California",80826.0,"Census Tract 2677, Los Angeles County, California",14517.0
5599,G0600370267800,2012-2016,,,California,6,Los Angeles County,37,,,267800,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2678, Los Angeles County, California",76786.0,"Census Tract 2678, Los Angeles County, California",35240.0
5600,G0600370267901,2012-2016,,,California,6,Los Angeles County,37,,,267901,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2679.01, Los Angeles County, California",120208.0,"Census Tract 2679.01, Los Angeles County, California",30762.0
5601,G0600370267902,2012-2016,,,California,6,Los Angeles County,37,,,267902,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2679.02, Los Angeles County, California",113833.0,"Census Tract 2679.02, Los Angeles County, California",19547.0
5602,G0600370269000,2012-2016,,,California,6,Los Angeles County,37,,,269000,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2690, Los Angeles County, California",123814.0,"Census Tract 2690, Los Angeles County, California",18808.0
5603,G0600370269100,2012-2016,,,California,6,Los Angeles County,37,,,269100,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2691, Los Angeles County, California",82344.0,"Census Tract 2691, Los Angeles County, California",14098.0
5604,G0600370269300,2012-2016,,,California,6,Los Angeles County,37,,,269300,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2693, Los Angeles County, California",154114.0,"Census Tract 2693, Los Angeles County, California",25934.0
5605,G0600370269500,2012-2016,,,California,6,Los Angeles County,37,,,269500,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2695, Los Angeles County, California",162269.0,"Census Tract 2695, Los Angeles County, California",32837.0
5606,G0600370269601,2012-2016,,,California,6,Los Angeles County,37,,,269601,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2696.01, Los Angeles County, California",41333.0,"Census Tract 2696.01, Los Angeles County, California",7309.0
5607,G0600370269602,2012-2016,,,California,6,Los Angeles County,37,,,269602,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2696.02, Los Angeles County, California",53210.0,"Census Tract 2696.02, Los Angeles County, California",12171.0
5608,G0600370269700,2012-2016,,,California,6,Los Angeles County,37,,,269700,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2697, Los Angeles County, California",66531.0,"Census Tract 2697, Los Angeles County, California",14310.0
5609,G0600370269800,2012-2016,,,California,6,Los Angeles County,37,,,269800,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2698, Los Angeles County, California",54238.0,"Census Tract 2698, Los Angeles County, California",7731.0
5610,G0600370269903,2012-2016,,,California,6,Los Angeles County,37,,,269903,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2699.03, Los Angeles County, California",58125.0,"Census Tract 2699.03, Los Angeles County, California",12590.0
5611,G0600370269904,2012-2016,,,California,6,Los Angeles County,37,,,269904,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2699.04, Los Angeles County, California",58853.0,"Census Tract 2699.04, Los Angeles County, California",5508.0
5612,G0600370269905,2012-2016,,,California,6,Los Angeles County,37,,,269905,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2699.05, Los Angeles County, California",59807.0,"Census Tract 2699.05, Los Angeles County, California",4446.0
5613,G0600370269906,2012-2016,,,California,6,Los Angeles County,37,,,269906,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2699.06, Los Angeles County, California",70952.0,"Census Tract 2699.06, Los Angeles County, California",12085.0
5614,G0600370269907,2012-2016,,,California,6,Los Angeles County,37,,,269907,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2699.07, Los Angeles County, California",57432.0,"Census Tract 2699.07, Los Angeles County, California",8782.0
5615,G0600370270100,2012-2016,,,California,6,Los Angeles County,37,,,270100,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2701, Los Angeles County, California",49888.0,"Census Tract 2701, Los Angeles County, California",7172.0
5616,G0600370270200,2012-2016,,,California,6,Los Angeles County,37,,,270200,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2702, Los Angeles County, California",52708.0,"Census Tract 2702, Los Angeles County, California",9818.0
5617,G0600370270300,2012-2016,,,California,6,Los Angeles County,37,,,270300,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2703, Los Angeles County, California",68859.0,"Census Tract 2703, Los Angeles County, California",8698.0
5618,G0600370271100,2012-2016,,,California,6,Los Angeles County,37,,,271100,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2711, Los Angeles County, California",91667.0,"Census Tract 2711, Los Angeles County, California",20395.0
5619,G0600370271200,2012-2016,,,California,6,Los Angeles County,37,,,271200,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2712, Los Angeles County, California",65931.0,"Census Tract 2712, Los Angeles County, California",11403.0
5620,G0600370271300,2012-2016,,,California,6,Los Angeles County,37,,,271300,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2713, Los Angeles County, California",77941.0,"Census Tract 2713, Los Angeles County, California",21546.0
5621,G0600370271400,2012-2016,,,California,6,Los Angeles County,37,,,271400,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2714, Los Angeles County, California",98947.0,"Census Tract 2714, Los Angeles County, California",10681.0
5622,G0600370271500,2012-2016,,,California,6,Los Angeles County,37,,,271500,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2715, Los Angeles County, California",82639.0,"Census Tract 2715, Los Angeles County, California",19028.0
5623,G0600370271600,2012-2016,,,California,6,Los Angeles County,37,,,271600,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2716, Los Angeles County, California",77792.0,"Census Tract 2716, Los Angeles County, California",9646.0
5624,G0600370271701,2012-2016,,,California,6,Los Angeles County,37,,,271701,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2717.01, Los Angeles County, California",79009.0,"Census Tract 2717.01, Los Angeles County, California",10481.0
5625,G0600370271702,2012-2016,,,California,6,Los Angeles County,37,,,271702,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2717.02, Los Angeles County, California",56531.0,"Census Tract 2717.02, Los Angeles County, California",8467.0
5626,G0600370271801,2012-2016,,,California,6,Los Angeles County,37,,,271801,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2718.01, Los Angeles County, California",59091.0,"Census Tract 2718.01, Los Angeles County, California",10578.0
5627,G0600370271802,2012-2016,,,California,6,Los Angeles County,37,,,271802,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2718.02, Los Angeles County, California",60610.0,"Census Tract 2718.02, Los Angeles County, California",4563.0
5628,G0600370271901,2012-2016,,,California,6,Los Angeles County,37,,,271901,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2719.01, Los Angeles County, California",81250.0,"Census Tract 2719.01, Los Angeles County, California",16379.0
5629,G0600370271902,2012-2016,,,California,6,Los Angeles County,37,,,271902,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2719.02, Los Angeles County, California",69638.0,"Census Tract 2719.02, Los Angeles County, California",13747.0
5630,G0600370272100,2012-2016,,,California,6,Los Angeles County,37,,,272100,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2721, Los Angeles County, California",84557.0,"Census Tract 2721, Los Angeles County, California",5026.0
5631,G0600370272201,2012-2016,,,California,6,Los Angeles County,37,,,272201,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2722.01, Los Angeles County, California",60955.0,"Census Tract 2722.01, Los Angeles County, California",8297.0
5632,G0600370272202,2012-2016,,,California,6,Los Angeles County,37,,,272202,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2722.02, Los Angeles County, California",64138.0,"Census Tract 2722.02, Los Angeles County, California",8741.0
5633,G0600370272301,2012-2016,,,California,6,Los Angeles County,37,,,272301,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2723.01, Los Angeles County, California",65060.0,"Census Tract 2723.01, Los Angeles County, California",7069.0
5634,G0600370272302,2012-2016,,,California,6,Los Angeles County,37,,,272302,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2723.02, Los Angeles County, California",50865.0,"Census Tract 2723.02, Los Angeles County, California",7651.0
5635,G0600370273100,2012-2016,,,California,6,Los Angeles County,37,,,273100,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2731, Los Angeles County, California",126429.0,"Census Tract 2731, Los Angeles County, California",14057.0
5636,G0600370273200,2012-2016,,,California,6,Los Angeles County,37,,,273200,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2732, Los Angeles County, California",81464.0,"Census Tract 2732, Los Angeles County, California",13937.0
5637,G0600370273300,2012-2016,,,California,6,Los Angeles County,37,,,273300,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2733, Los Angeles County, California",61983.0,"Census Tract 2733, Los Angeles County, California",10218.0
5638,G0600370273402,2012-2016,,,California,6,Los Angeles County,37,,,273402,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2734.02, Los Angeles County, California",42018.0,"Census Tract 2734.02, Los Angeles County, California",8706.0
5639,G0600370273502,2012-2016,,,California,6,Los Angeles County,37,,,273502,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2735.02, Los Angeles County, California",65222.0,"Census Tract 2735.02, Los Angeles County, California",7505.0
5640,G0600370273600,2012-2016,,,California,6,Los Angeles County,37,,,273600,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2736, Los Angeles County, California",119464.0,"Census Tract 2736, Los Angeles County, California",21502.0
5641,G0600370273700,2012-2016,,,California,6,Los Angeles County,37,,,273700,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2737, Los Angeles County, California",86579.0,"Census Tract 2737, Los Angeles County, California",27018.0
5642,G0600370273800,2012-2016,,,California,6,Los Angeles County,37,,,273800,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2738, Los Angeles County, California",92500.0,"Census Tract 2738, Los Angeles County, California",10590.0
5643,G0600370273902,2012-2016,,,California,6,Los Angeles County,37,,,273902,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2739.02, Los Angeles County, California",98264.0,"Census Tract 2739.02, Los Angeles County, California",12648.0
5644,G0600370274100,2012-2016,,,California,6,Los Angeles County,37,,,274100,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2741, Los Angeles County, California",106090.0,"Census Tract 2741, Los Angeles County, California",18338.0
5645,G0600370274202,2012-2016,,,California,6,Los Angeles County,37,,,274202,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2742.02, Los Angeles County, California",100357.0,"Census Tract 2742.02, Los Angeles County, California",23849.0
5646,G0600370275101,2012-2016,,,California,6,Los Angeles County,37,,,275101,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2751.01, Los Angeles County, California",65398.0,"Census Tract 2751.01, Los Angeles County, California",16611.0
5647,G0600370275102,2012-2016,,,California,6,Los Angeles County,37,,,275102,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2751.02, Los Angeles County, California",42063.0,"Census Tract 2751.02, Los Angeles County, California",10923.0
5648,G0600370275200,2012-2016,,,California,6,Los Angeles County,37,,,275200,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2752, Los Angeles County, California",52829.0,"Census Tract 2752, Los Angeles County, California",18501.0
5649,G0600370275302,2012-2016,,,California,6,Los Angeles County,37,,,275302,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2753.02, Los Angeles County, California",83750.0,"Census Tract 2753.02, Los Angeles County, California",15662.0
5650,G0600370275311,2012-2016,,,California,6,Los Angeles County,37,,,275311,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2753.11, Los Angeles County, California",86250.0,"Census Tract 2753.11, Los Angeles County, California",9756.0
5651,G0600370275400,2012-2016,,,California,6,Los Angeles County,37,,,275400,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2754, Los Angeles County, California",116542.0,"Census Tract 2754, Los Angeles County, California",17140.0
5652,G0600370275500,2012-2016,,,California,6,Los Angeles County,37,,,275500,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2755, Los Angeles County, California",38268.0,"Census Tract 2755, Los Angeles County, California",8477.0
5653,G0600370275602,2012-2016,,,California,6,Los Angeles County,37,,,275602,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2756.02, Los Angeles County, California",106587.0,"Census Tract 2756.02, Los Angeles County, California",14560.0
5654,G0600370275603,2012-2016,,,California,6,Los Angeles County,37,,,275603,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2756.03, Los Angeles County, California",71685.0,"Census Tract 2756.03, Los Angeles County, California",13264.0
5655,G0600370276000,2012-2016,,,California,6,Los Angeles County,37,,,276000,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2760, Los Angeles County, California",112965.0,"Census Tract 2760, Los Angeles County, California",13120.0
5656,G0600370276100,2012-2016,,,California,6,Los Angeles County,37,,,276100,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2761, Los Angeles County, California",64228.0,"Census Tract 2761, Los Angeles County, California",7460.0
5657,G0600370276400,2012-2016,,,California,6,Los Angeles County,37,,,276400,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2764, Los Angeles County, California",96250.0,"Census Tract 2764, Los Angeles County, California",25918.0
5658,G0600370276500,2012-2016,,,California,6,Los Angeles County,37,,,276500,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2765, Los Angeles County, California",83068.0,"Census Tract 2765, Los Angeles County, California",19111.0
