,GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,AF49E001,NAME_M,AF49M001
5457,G0600370231100,2012-2016,,,California,6,Los Angeles County,37,,,231100,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2311, Los Angeles County, California",26250.0,"Census Tract 2311, Los Angeles County, California",7746.0
5458,G0600370231210,2012-2016,,,California,6,Los Angeles County,37,,,231210,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2312.10, Los Angeles County, California",25958.0,"Census Tract 2312.10, Los Angeles County, California",3932.0
5459,G0600370231220,2012-2016,,,California,6,Los Angeles County,37,,,231220,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2312.20, Los Angeles County, California",24219.0,"Census Tract 2312.20, Los Angeles County, California",6276.0
5460,G0600370231300,2012-2016,,,California,6,Los Angeles County,37,,,231300,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2313, Los Angeles County, California",29943.0,"Census Tract 2313, Los Angeles County, California",10121.0
5461,G0600370231400,2012-2016,,,California,6,Los Angeles County,37,,,231400,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2314, Los Angeles County, California",35814.0,"Census Tract 2314, Los Angeles County, California",4962.0
5462,G0600370231500,2012-2016,,,California,6,Los Angeles County,37,,,231500,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2315, Los Angeles County, California",46413.0,"Census Tract 2315, Los Angeles County, California",4284.0
5463,G0600370231600,2012-2016,,,California,6,Los Angeles County,37,,,231600,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2316, Los Angeles County, California",35731.0,"Census Tract 2316, Los Angeles County, California",6160.0
5464,G0600370231710,2012-2016,,,California,6,Los Angeles County,37,,,231710,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2317.10, Los Angeles County, California",19492.0,"Census Tract 2317.10, Los Angeles County, California",5847.0
5465,G0600370231720,2012-2016,,,California,6,Los Angeles County,37,,,231720,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2317.20, Los Angeles County, California",29773.0,"Census Tract 2317.20, Los Angeles County, California",7708.0
5466,G0600370231800,2012-2016,,,California,6,Los Angeles County,37,,,231800,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2318, Los Angeles County, California",27083.0,"Census Tract 2318, Los Angeles County, California",6708.0
5467,G0600370231900,2012-2016,,,California,6,Los Angeles County,37,,,231900,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2319, Los Angeles County, California",25854.0,"Census Tract 2319, Los Angeles County, California",3845.0
5468,G0600370232110,2012-2016,,,California,6,Los Angeles County,37,,,232110,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2321.10, Los Angeles County, California",25326.0,"Census Tract 2321.10, Los Angeles County, California",4230.0
5469,G0600370232120,2012-2016,,,California,6,Los Angeles County,37,,,232120,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2321.20, Los Angeles County, California",31138.0,"Census Tract 2321.20, Los Angeles County, California",5461.0
5470,G0600370232200,2012-2016,,,California,6,Los Angeles County,37,,,232200,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2322, Los Angeles County, California",31688.0,"Census Tract 2322, Los Angeles County, California",8717.0
5471,G0600370232300,2012-2016,,,California,6,Los Angeles County,37,,,232300,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2323, Los Angeles County, California",41111.0,"Census Tract 2323, Los Angeles County, California",11495.0
5472,G0600370232400,2012-2016,,,California,6,Los Angeles County,37,,,232400,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2324, Los Angeles County, California",35266.0,"Census Tract 2324, Los Angeles County, California",6575.0
5473,G0600370232500,2012-2016,,,California,6,Los Angeles County,37,,,232500,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2325, Los Angeles County, California",31280.0,"Census Tract 2325, Los Angeles County, California",11368.0
5474,G0600370232600,2012-2016,,,California,6,Los Angeles County,37,,,232600,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2326, Los Angeles County, California",27388.0,"Census Tract 2326, Los Angeles County, California",6826.0
5475,G0600370232700,2012-2016,,,California,6,Los Angeles County,37,,,232700,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2327, Los Angeles County, California",28125.0,"Census Tract 2327, Los Angeles County, California",8387.0
5476,G0600370232800,2012-2016,,,California,6,Los Angeles County,37,,,232800,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2328, Los Angeles County, California",29730.0,"Census Tract 2328, Los Angeles County, California",4146.0
5477,G0600370234000,2012-2016,,,California,6,Los Angeles County,37,,,234000,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2340, Los Angeles County, California",52231.0,"Census Tract 2340, Los Angeles County, California",6083.0
5478,G0600370234200,2012-2016,,,California,6,Los Angeles County,37,,,234200,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2342, Los Angeles County, California",52794.0,"Census Tract 2342, Los Angeles County, California",12867.0
5479,G0600370234300,2012-2016,,,California,6,Los Angeles County,37,,,234300,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2343, Los Angeles County, California",34718.0,"Census Tract 2343, Los Angeles County, California",10823.0
5480,G0600370234501,2012-2016,,,California,6,Los Angeles County,37,,,234501,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2345.01, Los Angeles County, California",37695.0,"Census Tract 2345.01, Los Angeles County, California",7932.0
5481,G0600370234502,2012-2016,,,California,6,Los Angeles County,37,,,234502,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2345.02, Los Angeles County, California",30489.0,"Census Tract 2345.02, Los Angeles County, California",8395.0
5482,G0600370234600,2012-2016,,,California,6,Los Angeles County,37,,,234600,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2346, Los Angeles County, California",36625.0,"Census Tract 2346, Los Angeles County, California",14506.0
5483,G0600370234700,2012-2016,,,California,6,Los Angeles County,37,,,234700,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2347, Los Angeles County, California",33286.0,"Census Tract 2347, Los Angeles County, California",9163.0
5484,G0600370234800,2012-2016,,,California,6,Los Angeles County,37,,,234800,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2348, Los Angeles County, California",51414.0,"Census Tract 2348, Los Angeles County, California",7352.0
5485,G0600370234901,2012-2016,,,California,6,Los Angeles County,37,,,234901,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2349.01, Los Angeles County, California",16835.0,"Census Tract 2349.01, Los Angeles County, California",2889.0
5486,G0600370234902,2012-2016,,,California,6,Los Angeles County,37,,,234902,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2349.02, Los Angeles County, California",25750.0,"Census Tract 2349.02, Los Angeles County, California",5601.0
5487,G0600370235100,2012-2016,,,California,6,Los Angeles County,37,,,235100,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2351, Los Angeles County, California",69504.0,"Census Tract 2351, Los Angeles County, California",8500.0
5488,G0600370235201,2012-2016,,,California,6,Los Angeles County,37,,,235201,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2352.01, Los Angeles County, California",38250.0,"Census Tract 2352.01, Los Angeles County, California",12011.0
5489,G0600370235202,2012-2016,,,California,6,Los Angeles County,37,,,235202,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2352.02, Los Angeles County, California",25958.0,"Census Tract 2352.02, Los Angeles County, California",4217.0
5490,G0600370236000,2012-2016,,,California,6,Los Angeles County,37,,,236000,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2360, Los Angeles County, California",78112.0,"Census Tract 2360, Los Angeles County, California",10989.0
5491,G0600370236100,2012-2016,,,California,6,Los Angeles County,37,,,236100,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2361, Los Angeles County, California",21899.0,"Census Tract 2361, Los Angeles County, California",4623.0
5492,G0600370236202,2012-2016,,,California,6,Los Angeles County,37,,,236202,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2362.02, Los Angeles County, California",26948.0,"Census Tract 2362.02, Los Angeles County, California",5469.0
5493,G0600370236203,2012-2016,,,California,6,Los Angeles County,37,,,236203,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2362.03, Los Angeles County, California",29042.0,"Census Tract 2362.03, Los Angeles County, California",6681.0
5494,G0600370236204,2012-2016,,,California,6,Los Angeles County,37,,,236204,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2362.04, Los Angeles County, California",23220.0,"Census Tract 2362.04, Los Angeles County, California",5217.0
5495,G0600370236400,2012-2016,,,California,6,Los Angeles County,37,,,236400,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2364, Los Angeles County, California",60275.0,"Census Tract 2364, Los Angeles County, California",11237.0
5496,G0600370237101,2012-2016,,,California,6,Los Angeles County,37,,,237101,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2371.01, Los Angeles County, California",24849.0,"Census Tract 2371.01, Los Angeles County, California",3673.0
5497,G0600370237102,2012-2016,,,California,6,Los Angeles County,37,,,237102,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2371.02, Los Angeles County, California",29107.0,"Census Tract 2371.02, Los Angeles County, California",4146.0
5498,G0600370237201,2012-2016,,,California,6,Los Angeles County,37,,,237201,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2372.01, Los Angeles County, California",38378.0,"Census Tract 2372.01, Los Angeles County, California",8886.0
5499,G0600370237202,2012-2016,,,California,6,Los Angeles County,37,,,237202,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2372.02, Los Angeles County, California",36496.0,"Census Tract 2372.02, Los Angeles County, California",6955.0
5500,G0600370237300,2012-2016,,,California,6,Los Angeles County,37,,,237300,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2373, Los Angeles County, California",32202.0,"Census Tract 2373, Los Angeles County, California",4182.0
5501,G0600370237401,2012-2016,,,California,6,Los Angeles County,37,,,237401,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2374.01, Los Angeles County, California",31212.0,"Census Tract 2374.01, Los Angeles County, California",9560.0
5502,G0600370237402,2012-2016,,,California,6,Los Angeles County,37,,,237402,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2374.02, Los Angeles County, California",36125.0,"Census Tract 2374.02, Los Angeles County, California",2683.0
5503,G0600370237500,2012-2016,,,California,6,Los Angeles County,37,,,237500,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2375, Los Angeles County, California",24815.0,"Census Tract 2375, Los Angeles County, California",6960.0
5504,G0600370237600,2012-2016,,,California,6,Los Angeles County,37,,,237600,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2376, Los Angeles County, California",31250.0,"Census Tract 2376, Los Angeles County, California",9966.0
5505,G0600370237710,2012-2016,,,California,6,Los Angeles County,37,,,237710,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2377.10, Los Angeles County, California",25234.0,"Census Tract 2377.10, Los Angeles County, California",4820.0
5506,G0600370237720,2012-2016,,,California,6,Los Angeles County,37,,,237720,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2377.20, Los Angeles County, California",24615.0,"Census Tract 2377.20, Los Angeles County, California",8754.0
5507,G0600370237800,2012-2016,,,California,6,Los Angeles County,37,,,237800,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2378, Los Angeles County, California",36862.0,"Census Tract 2378, Los Angeles County, California",7017.0
5508,G0600370237900,2012-2016,,,California,6,Los Angeles County,37,,,237900,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2379, Los Angeles County, California",39475.0,"Census Tract 2379, Los Angeles County, California",6246.0
5509,G0600370238000,2012-2016,,,California,6,Los Angeles County,37,,,238000,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2380, Los Angeles County, California",48143.0,"Census Tract 2380, Los Angeles County, California",24331.0
5510,G0600370238100,2012-2016,,,California,6,Los Angeles County,37,,,238100,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2381, Los Angeles County, California",42134.0,"Census Tract 2381, Los Angeles County, California",5767.0
5511,G0600370238200,2012-2016,,,California,6,Los Angeles County,37,,,238200,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2382, Los Angeles County, California",38000.0,"Census Tract 2382, Los Angeles County, California",10746.0
5512,G0600370238310,2012-2016,,,California,6,Los Angeles County,37,,,238310,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2383.10, Los Angeles County, California",24369.0,"Census Tract 2383.10, Los Angeles County, California",3090.0
5513,G0600370238320,2012-2016,,,California,6,Los Angeles County,37,,,238320,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2383.20, Los Angeles County, California",24420.0,"Census Tract 2383.20, Los Angeles County, California",4851.0
5514,G0600370238400,2012-2016,,,California,6,Los Angeles County,37,,,238400,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2384, Los Angeles County, California",52036.0,"Census Tract 2384, Los Angeles County, California",8761.0
5515,G0600370239201,2012-2016,,,California,6,Los Angeles County,37,,,239201,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2392.01, Los Angeles County, California",31250.0,"Census Tract 2392.01, Los Angeles County, California",4067.0
5516,G0600370239202,2012-2016,,,California,6,Los Angeles County,37,,,239202,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2392.02, Los Angeles County, California",32647.0,"Census Tract 2392.02, Los Angeles County, California",7025.0
5517,G0600370239310,2012-2016,,,California,6,Los Angeles County,37,,,239310,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2393.10, Los Angeles County, California",31845.0,"Census Tract 2393.10, Los Angeles County, California",4425.0
5518,G0600370239320,2012-2016,,,California,6,Los Angeles County,37,,,239320,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2393.20, Los Angeles County, California",39302.0,"Census Tract 2393.20, Los Angeles County, California",4851.0
5519,G0600370239330,2012-2016,,,California,6,Los Angeles County,37,,,239330,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2393.30, Los Angeles County, California",36569.0,"Census Tract 2393.30, Los Angeles County, California",4104.0
5520,G0600370239501,2012-2016,,,California,6,Los Angeles County,37,,,239501,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2395.01, Los Angeles County, California",31000.0,"Census Tract 2395.01, Los Angeles County, California",6857.0
5521,G0600370239502,2012-2016,,,California,6,Los Angeles County,37,,,239502,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2395.02, Los Angeles County, California",28750.0,"Census Tract 2395.02, Los Angeles County, California",6002.0
5522,G0600370239601,2012-2016,,,California,6,Los Angeles County,37,,,239601,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2396.01, Los Angeles County, California",34477.0,"Census Tract 2396.01, Los Angeles County, California",4366.0
5523,G0600370239602,2012-2016,,,California,6,Los Angeles County,37,,,239602,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2396.02, Los Angeles County, California",29219.0,"Census Tract 2396.02, Los Angeles County, California",6290.0
5524,G0600370239701,2012-2016,,,California,6,Los Angeles County,37,,,239701,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2397.01, Los Angeles County, California",30915.0,"Census Tract 2397.01, Los Angeles County, California",4584.0
5525,G0600370239702,2012-2016,,,California,6,Los Angeles County,37,,,239702,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2397.02, Los Angeles County, California",27446.0,"Census Tract 2397.02, Los Angeles County, California",4638.0
5526,G0600370239801,2012-2016,,,California,6,Los Angeles County,37,,,239801,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2398.01, Los Angeles County, California",28598.0,"Census Tract 2398.01, Los Angeles County, California",4858.0
5527,G0600370239802,2012-2016,,,California,6,Los Angeles County,37,,,239802,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2398.02, Los Angeles County, California",37639.0,"Census Tract 2398.02, Los Angeles County, California",9269.0
5528,G0600370240010,2012-2016,,,California,6,Los Angeles County,37,,,240010,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2400.10, Los Angeles County, California",29179.0,"Census Tract 2400.10, Los Angeles County, California",5259.0
5529,G0600370240020,2012-2016,,,California,6,Los Angeles County,37,,,240020,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2400.20, Los Angeles County, California",38412.0,"Census Tract 2400.20, Los Angeles County, California",4699.0
5530,G0600370240200,2012-2016,,,California,6,Los Angeles County,37,,,240200,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2402, Los Angeles County, California",26437.0,"Census Tract 2402, Los Angeles County, California",1516.0
5531,G0600370240300,2012-2016,,,California,6,Los Angeles County,37,,,240300,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2403, Los Angeles County, California",27125.0,"Census Tract 2403, Los Angeles County, California",6994.0
5532,G0600370240401,2012-2016,,,California,6,Los Angeles County,37,,,240401,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2404.01, Los Angeles County, California",27917.0,"Census Tract 2404.01, Los Angeles County, California",11807.0
5533,G0600370240402,2012-2016,,,California,6,Los Angeles County,37,,,240402,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2404.02, Los Angeles County, California",33297.0,"Census Tract 2404.02, Los Angeles County, California",3974.0
5534,G0600370240500,2012-2016,,,California,6,Los Angeles County,37,,,240500,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2405, Los Angeles County, California",31600.0,"Census Tract 2405, Los Angeles County, California",7052.0
5535,G0600370240600,2012-2016,,,California,6,Los Angeles County,37,,,240600,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2406, Los Angeles County, California",34240.0,"Census Tract 2406, Los Angeles County, California",4573.0
5536,G0600370240700,2012-2016,,,California,6,Los Angeles County,37,,,240700,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2407, Los Angeles County, California",39265.0,"Census Tract 2407, Los Angeles County, California",3796.0
5537,G0600370240800,2012-2016,,,California,6,Los Angeles County,37,,,240800,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2408, Los Angeles County, California",36750.0,"Census Tract 2408, Los Angeles County, California",3543.0
5538,G0600370240900,2012-2016,,,California,6,Los Angeles County,37,,,240900,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2409, Los Angeles County, California",31883.0,"Census Tract 2409, Los Angeles County, California",9452.0
5539,G0600370241001,2012-2016,,,California,6,Los Angeles County,37,,,241001,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2410.01, Los Angeles County, California",34491.0,"Census Tract 2410.01, Los Angeles County, California",8503.0
5540,G0600370241002,2012-2016,,,California,6,Los Angeles County,37,,,241002,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2410.02, Los Angeles County, California",37750.0,"Census Tract 2410.02, Los Angeles County, California",10820.0
5541,G0600370241110,2012-2016,,,California,6,Los Angeles County,37,,,241110,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2411.10, Los Angeles County, California",33477.0,"Census Tract 2411.10, Los Angeles County, California",5486.0
5542,G0600370241120,2012-2016,,,California,6,Los Angeles County,37,,,241120,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2411.20, Los Angeles County, California",27353.0,"Census Tract 2411.20, Los Angeles County, California",8881.0
5543,G0600370241201,2012-2016,,,California,6,Los Angeles County,37,,,241201,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2412.01, Los Angeles County, California",41705.0,"Census Tract 2412.01, Los Angeles County, California",11615.0
5544,G0600370241202,2012-2016,,,California,6,Los Angeles County,37,,,241202,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2412.02, Los Angeles County, California",31496.0,"Census Tract 2412.02, Los Angeles County, California",7291.0
5545,G0600370241300,2012-2016,,,California,6,Los Angeles County,37,,,241300,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2413, Los Angeles County, California",30735.0,"Census Tract 2413, Los Angeles County, California",7935.0
5546,G0600370241400,2012-2016,,,California,6,Los Angeles County,37,,,241400,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2414, Los Angeles County, California",29038.0,"Census Tract 2414, Los Angeles County, California",4202.0
5547,G0600370242000,2012-2016,,,California,6,Los Angeles County,37,,,242000,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2420, Los Angeles County, California",30682.0,"Census Tract 2420, Los Angeles County, California",6949.0
5548,G0600370242100,2012-2016,,,California,6,Los Angeles County,37,,,242100,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2421, Los Angeles County, California",14728.0,"Census Tract 2421, Los Angeles County, California",3392.0
5549,G0600370242200,2012-2016,,,California,6,Los Angeles County,37,,,242200,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2422, Los Angeles County, California",30795.0,"Census Tract 2422, Los Angeles County, California",3402.0
5550,G0600370242300,2012-2016,,,California,6,Los Angeles County,37,,,242300,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2423, Los Angeles County, California",31202.0,"Census Tract 2423, Los Angeles County, California",6645.0
5551,G0600370242600,2012-2016,,,California,6,Los Angeles County,37,,,242600,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2426, Los Angeles County, California",14483.0,"Census Tract 2426, Los Angeles County, California",4437.0
5552,G0600370242700,2012-2016,,,California,6,Los Angeles County,37,,,242700,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2427, Los Angeles County, California",34722.0,"Census Tract 2427, Los Angeles County, California",6416.0
5553,G0600370243000,2012-2016,,,California,6,Los Angeles County,37,,,243000,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2430, Los Angeles County, California",42470.0,"Census Tract 2430, Los Angeles County, California",8588.0
5554,G0600370243100,2012-2016,,,California,6,Los Angeles County,37,,,243100,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2431, Los Angeles County, California",23698.0,"Census Tract 2431, Los Angeles County, California",3368.0
5555,G0600370261101,2012-2016,,,California,6,Los Angeles County,37,,,261101,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2611.01, Los Angeles County, California",202014.0,"Census Tract 2611.01, Los Angeles County, California",56429.0
5556,G0600370261102,2012-2016,,,California,6,Los Angeles County,37,,,261102,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2611.02, Los Angeles County, California",165875.0,"Census Tract 2611.02, Los Angeles County, California",36504.0
5557,G0600370261200,2012-2016,,,California,6,Los Angeles County,37,,,261200,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2612, Los Angeles County, California",156250.0,"Census Tract 2612, Los Angeles County, California",48259.0
5558,G0600370262100,2012-2016,,,California,6,Los Angeles County,37,,,262100,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2621, Los Angeles County, California",168409.0,"Census Tract 2621, Los Angeles County, California",60080.0
5559,G0600370262200,2012-2016,,,California,6,Los Angeles County,37,,,262200,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2622, Los Angeles County, California",193877.0,"Census Tract 2622, Los Angeles County, California",30752.0
5560,G0600370262301,2012-2016,,,California,6,Los Angeles County,37,,,262301,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2623.01, Los Angeles County, California",212083.0,"Census Tract 2623.01, Los Angeles County, California",39936.0
5561,G0600370262302,2012-2016,,,California,6,Los Angeles County,37,,,262302,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2623.02, Los Angeles County, California",155559.0,"Census Tract 2623.02, Los Angeles County, California",42870.0
5562,G0600370262303,2012-2016,,,California,6,Los Angeles County,37,,,262303,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2623.03, Los Angeles County, California",196786.0,"Census Tract 2623.03, Los Angeles County, California",48179.0
5563,G0600370262400,2012-2016,,,California,6,Los Angeles County,37,,,262400,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2624, Los Angeles County, California",250001.0,"Census Tract 2624, Los Angeles County, California",
5564,G0600370262501,2012-2016,,,California,6,Los Angeles County,37,,,262501,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2625.01, Los Angeles County, California",168472.0,"Census Tract 2625.01, Los Angeles County, California",49387.0
5565,G0600370262601,2012-2016,,,California,6,Los Angeles County,37,,,262601,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2626.01, Los Angeles County, California",191625.0,"Census Tract 2626.01, Los Angeles County, California",37797.0
5566,G0600370262604,2012-2016,,,California,6,Los Angeles County,37,,,262604,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2626.04, Los Angeles County, California",165987.0,"Census Tract 2626.04, Los Angeles County, California",46699.0
5567,G0600370262704,2012-2016,,,California,6,Los Angeles County,37,,,262704,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2627.04, Los Angeles County, California",100461.0,"Census Tract 2627.04, Los Angeles County, California",27734.0
5568,G0600370262706,2012-2016,,,California,6,Los Angeles County,37,,,262706,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2627.06, Los Angeles County, California",183646.0,"Census Tract 2627.06, Los Angeles County, California",43717.0
5569,G0600370262802,2012-2016,,,California,6,Los Angeles County,37,,,262802,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2628.02, Los Angeles County, California",209922.0,"Census Tract 2628.02, Los Angeles County, California",23343.0
5570,G0600370264000,2012-2016,,,California,6,Los Angeles County,37,,,264000,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2640, Los Angeles County, California",224167.0,"Census Tract 2640, Los Angeles County, California",77150.0
5571,G0600370264102,2012-2016,,,California,6,Los Angeles County,37,,,264102,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2641.02, Los Angeles County, California",95242.0,"Census Tract 2641.02, Los Angeles County, California",15281.0
5572,G0600370264103,2012-2016,,,California,6,Los Angeles County,37,,,264103,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2641.03, Los Angeles County, California",86944.0,"Census Tract 2641.03, Los Angeles County, California",21110.0
5573,G0600370264301,2012-2016,,,California,6,Los Angeles County,37,,,264301,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2643.01, Los Angeles County, California",87525.0,"Census Tract 2643.01, Los Angeles County, California",9013.0
5574,G0600370264302,2012-2016,,,California,6,Los Angeles County,37,,,264302,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2643.02, Los Angeles County, California",90440.0,"Census Tract 2643.02, Los Angeles County, California",10964.0
5575,G0600370265100,2012-2016,,,California,6,Los Angeles County,37,,,265100,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2651, Los Angeles County, California",97344.0,"Census Tract 2651, Los Angeles County, California",12416.0
5576,G0600370265201,2012-2016,,,California,6,Los Angeles County,37,,,265201,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2652.01, Los Angeles County, California",74167.0,"Census Tract 2652.01, Los Angeles County, California",71912.0
